@relation cscsp

@attribute close numeric
@attribute hour numeric
@attribute consecutivedowns {BUCKET0,BUCKET1,BUCKET2,BUCKET3,BUCKET4,BUCKET5,BUCKET6,BUCKET7,BUCKET8,BUCKET9,BUCKET10,BUCKET11,BUCKET12,BUCKET13}
255.77, 6.0, BUCKET1, BUCKET7, BUCKET6, BUCKET6, BUCKET5, BUCKET10, BUCKET6, BUCKET7, BUCKET5, BUCKET4, BUCKET8, BUCKET10, BUCKET7, BUCKET7, BUCKET8, Buy
255.7, 6.0, BUCKET1, BUCKET7, BUCKET6, BUCKET6, BUCKET5, BUCKET9, BUCKET5, BUCKET7, BUCKET5, BUCKET4, BUCKET9, BUCKET8, BUCKET6, BUCKET7, BUCKET8, Buy
255.68, 6.0, BUCKET1, BUCKET7, BUCKET6, BUCKET6, BUCKET5, BUCKET9, BUCKET5, BUCKET7, BUCKET5, BUCKET4, BUCKET6, BUCKET9, BUCKET6, BUCKET7, BUCKET8, Buy
255.58, 6.0, BUCKET2, BUCKET7, BUCKET6, BUCKET6, BUCKET4, BUCKET8, BUCKET4, BUCKET6, BUCKET5, BUCKET4, BUCKET6, BUCKET9, BUCKET5, BUCKET6, BUCKET8, Buy
255.67, 5.0, BUCKET1, BUCKET7, BUCKET6, BUCKET6, BUCKET5, BUCKET7, BUCKET6, BUCKET7, BUCKET5, BUCKET4, BUCKET7, BUCKET11, BUCKET5, BUCKET6, BUCKET8, Buy
255.36, 5.0, BUCKET3, BUCKET6, BUCKET5, BUCKET6, BUCKET4, BUCKET6, BUCKET4, BUCKET5, BUCKET5, BUCKET4, BUCKET6, BUCKET10, BUCKET4, BUCKET6, BUCKET7, Buy
255.52, 5.0, BUCKET2, BUCKET7, BUCKET5, BUCKET6, BUCKET5, BUCKET6, BUCKET5, BUCKET6, BUCKET5, BUCKET4, BUCKET7, BUCKET3, BUCKET3, BUCKET6, BUCKET7, Buy
255.63, 5.0, BUCKET1, BUCKET7, BUCKET6, BUCKET5, BUCKET5, BUCKET6, BUCKET6, BUCKET7, BUCKET5, BUCKET4, BUCKET8, BUCKET8, BUCKET4, BUCKET6, BUCKET7, Buy
255.41, 4.0, BUCKET1, BUCKET6, BUCKET5, BUCKET6, BUCKET5, BUCKET6, BUCKET5, BUCKET6, BUCKET5, BUCKET4, BUCKET7, BUCKET10, BUCKET3, BUCKET6, BUCKET7, Buy
255.25, 4.0, BUCKET3, BUCKET6, BUCKET5, BUCKET6, BUCKET4, BUCKET7, BUCKET4, BUCKET5, BUCKET5, BUCKET4, BUCKET7, BUCKET8, BUCKET5, BUCKET7, BUCKET7, Buy
255.74, 4.0, BUCKET2, BUCKET7, BUCKET6, BUCKET5, BUCKET4, BUCKET9, BUCKET6, BUCKET8, BUCKET5, BUCKET4, BUCKET9, BUCKET5, BUCKET8, BUCKET8, BUCKET7, Buy
255.85, 4.0, BUCKET1, BUCKET7, BUCKET6, BUCKET5, BUCKET4, BUCKET9, BUCKET7, BUCKET9, BUCKET5, BUCKET4, BUCKET11, BUCKET7, BUCKET8, BUCKET7, BUCKET7, Buy
255.85, 3.0, BUCKET1, BUCKET7, BUCKET6, BUCKET5, BUCKET4, BUCKET8, BUCKET8, BUCKET9, BUCKET5, BUCKET4, BUCKET13, BUCKET9, BUCKET7, BUCKET7, BUCKET6, No
255.36, 3.0, BUCKET1, BUCKET6, BUCKET5, BUCKET7, BUCKET3, BUCKET7, BUCKET8, BUCKET8, BUCKET5, BUCKET4, BUCKET9, BUCKET6, BUCKET5, BUCKET6, BUCKET5, Buy
254.84, 3.0, BUCKET1, BUCKET5, BUCKET4, BUCKET7, BUCKET2, BUCKET5, BUCKET4, BUCKET5, BUCKET5, BUCKET4, BUCKET4, BUCKET3, BUCKET3, BUCKET5, BUCKET5, Buy
254.84, 3.0, BUCKET1, BUCKET4, BUCKET4, BUCKET7, BUCKET3, BUCKET5, BUCKET5, BUCKET5, BUCKET5, BUCKET4, BUCKET6, BUCKET8, BUCKET3, BUCKET5, BUCKET5, Buy
254.78, 2.0, BUCKET3, BUCKET4, BUCKET4, BUCKET7, BUCKET2, BUCKET5, BUCKET5, BUCKET4, BUCKET5, BUCKET4, BUCKET6, BUCKET9, BUCKET3, BUCKET5, BUCKET5, Buy
254.91, 2.0, BUCKET2, BUCKET5, BUCKET4, BUCKET7, BUCKET3, BUCKET7, BUCKET5, BUCKET5, BUCKET5, BUCKET4, BUCKET7, BUCKET5, BUCKET5, BUCKET5, BUCKET5, Buy
255.2, 2.0, BUCKET1, BUCKET5, BUCKET5, BUCKET7, BUCKET3, BUCKET9, BUCKET6, BUCKET6, BUCKET5, BUCKET4, BUCKET8, BUCKET1, BUCKET5, BUCKET5, BUCKET5, Buy
255.03, 2.0, BUCKET2, BUCKET5, BUCKET4, BUCKET7, BUCKET3, BUCKET8, BUCKET5, BUCKET6, BUCKET5, BUCKET4, BUCKET7, BUCKET8, BUCKET4, BUCKET5, BUCKET5, Buy
255.21, 1.0, BUCKET1, BUCKET5, BUCKET5, BUCKET7, BUCKET2, BUCKET9, BUCKET5, BUCKET7, BUCKET5, BUCKET4, BUCKET7, BUCKET1, BUCKET6, BUCKET5, BUCKET5, Buy
254.96, 1.0, BUCKET2, BUCKET5, BUCKET4, BUCKET7, BUCKET2, BUCKET8, BUCKET4, BUCKET5, BUCKET5, BUCKET4, BUCKET7, BUCKET1, BUCKET6, BUCKET4, BUCKET5, Buy
255.1, 1.0, BUCKET1, BUCKET5, BUCKET4, BUCKET7, BUCKET2, BUCKET8, BUCKET5, BUCKET6, BUCKET5, BUCKET4, BUCKET7, BUCKET5, BUCKET5, BUCKET4, BUCKET5, Buy
255.09, 1.0, BUCKET1, BUCKET5, BUCKET4, BUCKET7, BUCKET1, BUCKET7, BUCKET5, BUCKET6, BUCKET5, BUCKET5, BUCKET6, BUCKET1, BUCKET5, BUCKET3, BUCKET5, Buy
254.43, 0.0, BUCKET1, BUCKET3, BUCKET3, BUCKET8, BUCKET1, BUCKET5, BUCKET2, BUCKET4, BUCKET5, BUCKET4, BUCKET4, BUCKET2, BUCKET3, BUCKET3, BUCKET5, Buy
254.21, 0.0, BUCKET3, BUCKET2, BUCKET2, BUCKET8, BUCKET1, BUCKET4, BUCKET2, BUCKET3, BUCKET5, BUCKET5, BUCKET3, BUCKET3, BUCKET3, BUCKET3, BUCKET5, Buy
254.91, 0.0, BUCKET2, BUCKET4, BUCKET3, BUCKET6, BUCKET1, BUCKET5, BUCKET3, BUCKET4, BUCKET6, BUCKET4, BUCKET6, BUCKET8, BUCKET3, BUCKET3, BUCKET5, Buy
255.16, 0.0, BUCKET1, BUCKET5, BUCKET4, BUCKET6, BUCKET1, BUCKET6, BUCKET4, BUCKET5, BUCKET6, BUCKET4, BUCKET7, BUCKET8, BUCKET3, BUCKET4, BUCKET5, Buy
255.03, 23.0, BUCKET4, BUCKET4, BUCKET3, BUCKET6, BUCKET1, BUCKET8, BUCKET3, BUCKET4, BUCKET9, BUCKET4, BUCKET7, BUCKET5, BUCKET6, BUCKET4, BUCKET5, Buy
255.45, 23.0, BUCKET3, BUCKET6, BUCKET5, BUCKET6, BUCKET2, BUCKET8, BUCKET5, BUCKET6, BUCKET9, BUCKET4, BUCKET8, BUCKET1, BUCKET6, BUCKET4, BUCKET5, Buy
255.62, 23.0, BUCKET2, BUCKET7, BUCKET6, BUCKET6, BUCKET2, BUCKET8, BUCKET5, BUCKET7, BUCKET9, BUCKET4, BUCKET8, BUCKET2, BUCKET7, BUCKET3, BUCKET5, Buy
255.7, 23.0, BUCKET1, BUCKET7, BUCKET6, BUCKET6, BUCKET2, BUCKET6, BUCKET5, BUCKET7, BUCKET9, BUCKET5, BUCKET6, BUCKET4, BUCKET6, BUCKET2, BUCKET5, No
254.55, 22.0, BUCKET2, BUCKET3, BUCKET4, BUCKET8, BUCKET2, BUCKET4, BUCKET1, BUCKET3, BUCKET9, BUCKET4, BUCKET4, BUCKET3, BUCKET3, BUCKET2, BUCKET5, Buy
254.89, 22.0, BUCKET1, BUCKET4, BUCKET5, BUCKET8, BUCKET2, BUCKET4, BUCKET2, BUCKET3, BUCKET9, BUCKET4, BUCKET4, BUCKET2, BUCKET3, BUCKET2, BUCKET5, Buy
254.61, 22.0, BUCKET6, BUCKET3, BUCKET4, BUCKET8, BUCKET2, BUCKET2, BUCKET1, BUCKET2, BUCKET9, BUCKET4, BUCKET3, BUCKET2, BUCKET2, BUCKET2, BUCKET5, Buy
255.03, 22.0, BUCKET6, BUCKET4, BUCKET5, BUCKET8, BUCKET2, BUCKET2, BUCKET2, BUCKET2, BUCKET9, BUCKET4, BUCKET3, BUCKET9, BUCKET3, BUCKET2, BUCKET5, No
255.25, 21.0, BUCKET6, BUCKET5, BUCKET5, BUCKET8, BUCKET3, BUCKET2, BUCKET1, BUCKET2, BUCKET9, BUCKET4, BUCKET3, BUCKET7, BUCKET2, BUCKET2, BUCKET7, No
255.27, 21.0, BUCKET6, BUCKET5, BUCKET5, BUCKET8, BUCKET3, BUCKET2, BUCKET1, BUCKET2, BUCKET9, BUCKET4, BUCKET2, BUCKET7, BUCKET3, BUCKET3, BUCKET7, No
255.74, 21.0, BUCKET6, BUCKET7, BUCKET6, BUCKET8, BUCKET4, BUCKET3, BUCKET2, BUCKET3, BUCKET9, BUCKET4, BUCKET3, BUCKET9, BUCKET3, BUCKET4, BUCKET8, No
255.88, 21.0, BUCKET6, BUCKET7, BUCKET7, BUCKET7, BUCKET5, BUCKET3, BUCKET1, BUCKET3, BUCKET11, BUCKET4, BUCKET4, BUCKET6, BUCKET4, BUCKET5, BUCKET8, No
256.0, 20.0, BUCKET5, BUCKET8, BUCKET7, BUCKET7, BUCKET5, BUCKET4, BUCKET3, BUCKET4, BUCKET11, BUCKET4, BUCKET5, BUCKET4, BUCKET4, BUCKET6, BUCKET8, No
256.18, 20.0, BUCKET4, BUCKET8, BUCKET7, BUCKET6, BUCKET5, BUCKET5, BUCKET4, BUCKET5, BUCKET11, BUCKET4, BUCKET6, BUCKET3, BUCKET6, BUCKET6, BUCKET8, No
256.38, 20.0, BUCKET3, BUCKET9, BUCKET8, BUCKET6, BUCKET5, BUCKET6, BUCKET5, BUCKET6, BUCKET11, BUCKET4, BUCKET7, BUCKET4, BUCKET6, BUCKET7, BUCKET8, No
256.44, 20.0, BUCKET2, BUCKET9, BUCKET8, BUCKET6, BUCKET6, BUCKET8, BUCKET6, BUCKET7, BUCKET11, BUCKET4, BUCKET9, BUCKET7, BUCKET6, BUCKET8, BUCKET8, No
256.59, 19.0, BUCKET1, BUCKET9, BUCKET8, BUCKET6, BUCKET5, BUCKET10, BUCKET6, BUCKET8, BUCKET11, BUCKET4, BUCKET10, BUCKET8, BUCKET8, BUCKET8, BUCKET8, No
256.55, 19.0, BUCKET1, BUCKET9, BUCKET9, BUCKET6, BUCKET5, BUCKET10, BUCKET7, BUCKET8, BUCKET13, BUCKET5, BUCKET10, BUCKET8, BUCKET7, BUCKET8, BUCKET8, No
256.55, 19.0, BUCKET1, BUCKET9, BUCKET9, BUCKET6, BUCKET5, BUCKET9, BUCKET7, BUCKET8, BUCKET13, BUCKET5, BUCKET11, BUCKET6, BUCKET7, BUCKET7, BUCKET8, No
256.3, 19.0, BUCKET1, BUCKET9, BUCKET8, BUCKET6, BUCKET4, BUCKET8, BUCKET6, BUCKET7, BUCKET10, BUCKET5, BUCKET9, BUCKET4, BUCKET6, BUCKET6, BUCKET8, No
255.92, 18.0, BUCKET2, BUCKET8, BUCKET8, BUCKET6, BUCKET4, BUCKET7, BUCKET4, BUCKET6, BUCKET10, BUCKET5, BUCKET8, BUCKET6, BUCKET4, BUCKET6, BUCKET8, No
256.26, 18.0, BUCKET1, BUCKET9, BUCKET8, BUCKET6, BUCKET4, BUCKET7, BUCKET6, BUCKET7, BUCKET10, BUCKET5, BUCKET8, BUCKET7, BUCKET5, BUCKET5, BUCKET8, No
255.87, 18.0, BUCKET1, BUCKET8, BUCKET8, BUCKET6, BUCKET3, BUCKET5, BUCKET4, BUCKET6, BUCKET10, BUCKET5, BUCKET6, BUCKET4, BUCKET5, BUCKET5, BUCKET8, No
255.52, 18.0, BUCKET3, BUCKET7, BUCKET7, BUCKET6, BUCKET4, BUCKET5, BUCKET3, BUCKET4, BUCKET10, BUCKET5, BUCKET6, BUCKET6, BUCKET5, BUCKET5, BUCKET8, No
255.78, 17.0, BUCKET2, BUCKET8, BUCKET7, BUCKET6, BUCKET4, BUCKET6, BUCKET4, BUCKET5, BUCKET10, BUCKET5, BUCKET6, BUCKET4, BUCKET6, BUCKET6, BUCKET8, No
256.16, 17.0, BUCKET1, BUCKET9, BUCKET8, BUCKET6, BUCKET5, BUCKET8, BUCKET6, BUCKET7, BUCKET10, BUCKET5, BUCKET8, BUCKET7, BUCKET6, BUCKET6, BUCKET8, No
256.16, 17.0, BUCKET1, BUCKET9, BUCKET8, BUCKET5, BUCKET5, BUCKET7, BUCKET6, BUCKET7, BUCKET10, BUCKET5, BUCKET9, BUCKET6, BUCKET5, BUCKET5, BUCKET8, No
255.65, 17.0, BUCKET2, BUCKET8, BUCKET7, BUCKET6, BUCKET5, BUCKET6, BUCKET3, BUCKET5, BUCKET10, BUCKET5, BUCKET8, BUCKET6, BUCKET5, BUCKET5, BUCKET8, No
256.02, 16.0, BUCKET1, BUCKET9, BUCKET8, BUCKET5, BUCKET5, BUCKET8, BUCKET5, BUCKET7, BUCKET10, BUCKET5, BUCKET9, BUCKET4, BUCKET6, BUCKET5, BUCKET8, No
255.91, 16.0, BUCKET2, BUCKET9, BUCKET8, BUCKET5, BUCKET5, BUCKET8, BUCKET5, BUCKET7, BUCKET10, BUCKET5, BUCKET9, BUCKET7, BUCKET7, BUCKET5, BUCKET8, No
256.19, 16.0, BUCKET1, BUCKET9, BUCKET8, BUCKET5, BUCKET5, BUCKET8, BUCKET6, BUCKET9, BUCKET10, BUCKET5, BUCKET11, BUCKET10, BUCKET6, BUCKET5, BUCKET8, No
255.48, 16.0, BUCKET2, BUCKET8, BUCKET7, BUCKET6, BUCKET5, BUCKET7, BUCKET3, BUCKET6, BUCKET7, BUCKET5, BUCKET5, BUCKET5, BUCKET5, BUCKET4, BUCKET8, No
255.5, 15.0, BUCKET1, BUCKET8, BUCKET7, BUCKET5, BUCKET5, BUCKET6, BUCKET4, BUCKET6, BUCKET7, BUCKET5, BUCKET5, BUCKET2, BUCKET4, BUCKET4, BUCKET8, No
255.26, 15.0, BUCKET1, BUCKET8, BUCKET7, BUCKET6, BUCKET5, BUCKET4, BUCKET2, BUCKET4, BUCKET7, BUCKET5, BUCKET5, BUCKET6, BUCKET3, BUCKET4, BUCKET8, No
255.23, 15.0, BUCKET4, BUCKET8, BUCKET7, BUCKET6, BUCKET5, BUCKET4, BUCKET2, BUCKET4, BUCKET7, BUCKET5, BUCKET5, BUCKET9, BUCKET4, BUCKET4, BUCKET8, No
255.36, 15.0, BUCKET3, BUCKET8, BUCKET7, BUCKET5, BUCKET6, BUCKET5, BUCKET3, BUCKET5, BUCKET7, BUCKET5, BUCKET6, BUCKET4, BUCKET4, BUCKET5, BUCKET8, No
255.37, 14.0, BUCKET2, BUCKET8, BUCKET7, BUCKET5, BUCKET6, BUCKET6, BUCKET3, BUCKET5, BUCKET7, BUCKET5, BUCKET6, BUCKET8, BUCKET6, BUCKET6, BUCKET8, No
255.64, 14.0, BUCKET1, BUCKET9, BUCKET7, BUCKET5, BUCKET4, BUCKET7, BUCKET5, BUCKET7, BUCKET7, BUCKET5, BUCKET8, BUCKET6, BUCKET7, BUCKET7, BUCKET8, No
255.64, 14.0, BUCKET2, BUCKET9, BUCKET7, BUCKET5, BUCKET4, BUCKET8, BUCKET5, BUCKET7, BUCKET7, BUCKET5, BUCKET9, BUCKET7, BUCKET6, BUCKET7, BUCKET8, No
255.9, 14.0, BUCKET1, BUCKET9, BUCKET8, BUCKET5, BUCKET4, BUCKET9, BUCKET6, BUCKET8, BUCKET7, BUCKET5, BUCKET10, BUCKET8, BUCKET6, BUCKET7, BUCKET8, No
255.85, 13.0, BUCKET1, BUCKET9, BUCKET8, BUCKET5, BUCKET4, BUCKET8, BUCKET6, BUCKET8, BUCKET7, BUCKET5, BUCKET12, BUCKET9, BUCKET5, BUCKET6, BUCKET8, No
255.35, 13.0, BUCKET1, BUCKET9, BUCKET7, BUCKET5, BUCKET4, BUCKET6, BUCKET5, BUCKET7, BUCKET7, BUCKET5, BUCKET10, BUCKET9, BUCKET4, BUCKET5, BUCKET8, No
255.13, 13.0, BUCKET3, BUCKET8, BUCKET6, BUCKET7, BUCKET3, BUCKET4, BUCKET5, BUCKET5, BUCKET7, BUCKET5, BUCKET7, BUCKET8, BUCKET5, BUCKET5, BUCKET8, No
255.15, 13.0, BUCKET2, BUCKET8, BUCKET6, BUCKET7, BUCKET3, BUCKET5, BUCKET6, BUCKET6, BUCKET7, BUCKET5, BUCKET7, BUCKET4, BUCKET4, BUCKET5, BUCKET8, No
255.22, 12.0, BUCKET1, BUCKET8, BUCKET7, BUCKET7, BUCKET3, BUCKET6, BUCKET5, BUCKET6, BUCKET7, BUCKET5, BUCKET7, BUCKET3, BUCKET4, BUCKET5, BUCKET8, No
255.17, 12.0, BUCKET2, BUCKET8, BUCKET6, BUCKET7, BUCKET4, BUCKET7, BUCKET4, BUCKET6, BUCKET7, BUCKET5, BUCKET7, BUCKET6, BUCKET3, BUCKET5, BUCKET8, No
255.33, 12.0, BUCKET1, BUCKET8, BUCKET7, BUCKET7, BUCKET4, BUCKET9, BUCKET5, BUCKET6, BUCKET7, BUCKET5, BUCKET7, BUCKET5, BUCKET5, BUCKET5, BUCKET8, No
255.22, 12.0, BUCKET1, BUCKET8, BUCKET7, BUCKET7, BUCKET4, BUCKET8, BUCKET5, BUCKET6, BUCKET7, BUCKET5, BUCKET7, BUCKET4, BUCKET6, BUCKET5, BUCKET8, No
255.2, 11.0, BUCKET2, BUCKET8, BUCKET7, BUCKET7, BUCKET4, BUCKET8, BUCKET5, BUCKET6, BUCKET7, BUCKET5, BUCKET7, BUCKET4, BUCKET7, BUCKET5, BUCKET8, No
255.27, 11.0, BUCKET1, BUCKET8, BUCKET7, BUCKET7, BUCKET4, BUCKET6, BUCKET5, BUCKET6, BUCKET7, BUCKET6, BUCKET6, BUCKET8, BUCKET5, BUCKET4, BUCKET8, No
254.93, 11.0, BUCKET1, BUCKET8, BUCKET6, BUCKET8, BUCKET3, BUCKET5, BUCKET4, BUCKET6, BUCKET7, BUCKET6, BUCKET5, BUCKET7, BUCKET5, BUCKET4, BUCKET8, No
254.36, 11.0, BUCKET1, BUCKET7, BUCKET5, BUCKET8, BUCKET3, BUCKET5, BUCKET3, BUCKET4, BUCKET7, BUCKET6, BUCKET4, BUCKET7, BUCKET3, BUCKET5, BUCKET8, No
253.81, 10.0, BUCKET4, BUCKET6, BUCKET4, BUCKET9, BUCKET4, BUCKET5, BUCKET2, BUCKET3, BUCKET7, BUCKET6, BUCKET4, BUCKET11, BUCKET4, BUCKET6, BUCKET8, No
255.43, 10.0, BUCKET3, BUCKET8, BUCKET7, BUCKET8, BUCKET5, BUCKET6, BUCKET5, BUCKET6, BUCKET7, BUCKET5, BUCKET7, BUCKET9, BUCKET6, BUCKET7, BUCKET9, No
255.9, 10.0, BUCKET2, BUCKET9, BUCKET8, BUCKET6, BUCKET6, BUCKET8, BUCKET6, BUCKET7, BUCKET7, BUCKET5, BUCKET9, BUCKET6, BUCKET6, BUCKET8, BUCKET9, No
256.4, 10.0, BUCKET1, BUCKET10, BUCKET9, BUCKET5, BUCKET6, BUCKET11, BUCKET7, BUCKET9, BUCKET7, BUCKET5, BUCKET9, BUCKET9, BUCKET7, BUCKET9, BUCKET8, No
255.72, 9.0, BUCKET1, BUCKET9, BUCKET8, BUCKET5, BUCKET6, BUCKET10, BUCKET6, BUCKET9, BUCKET4, BUCKET5, BUCKET9, BUCKET9, BUCKET6, BUCKET8, BUCKET8, No
255.13, 9.0, BUCKET2, BUCKET8, BUCKET7, BUCKET5, BUCKET4, BUCKET9, BUCKET6, BUCKET8, BUCKET4, BUCKET5, BUCKET9, BUCKET8, BUCKET7, BUCKET8, BUCKET8, No
255.39, 9.0, BUCKET1, BUCKET8, BUCKET7, BUCKET5, BUCKET5, BUCKET9, BUCKET6, BUCKET9, BUCKET4, BUCKET5, BUCKET11, BUCKET7, BUCKET7, BUCKET8, BUCKET8, No
255.35, 9.0, BUCKET1, BUCKET8, BUCKET7, BUCKET5, BUCKET5, BUCKET8, BUCKET7, BUCKET9, BUCKET4, BUCKET5, BUCKET12, BUCKET8, BUCKET6, BUCKET7, BUCKET8, No
254.55, 8.0, BUCKET1, BUCKET7, BUCKET6, BUCKET5, BUCKET4, BUCKET7, BUCKET7, BUCKET8, BUCKET4, BUCKET4, BUCKET9, BUCKET9, BUCKET4, BUCKET7, BUCKET6, No
253.67, 8.0, BUCKET1, BUCKET5, BUCKET4, BUCKET6, BUCKET3, BUCKET6, BUCKET4, BUCKET6, BUCKET4, BUCKET4, BUCKET7, BUCKET4, BUCKET3, BUCKET6, BUCKET5, No
253.66, 8.0, BUCKET3, BUCKET5, BUCKET4, BUCKET6, BUCKET3, BUCKET7, BUCKET5, BUCKET6, BUCKET4, BUCKET4, BUCKET8, BUCKET8, BUCKET3, BUCKET7, BUCKET5, No
253.94, 8.0, BUCKET2, BUCKET6, BUCKET4, BUCKET5, BUCKET4, BUCKET10, BUCKET6, BUCKET7, BUCKET4, BUCKET4, BUCKET9, BUCKET8, BUCKET5, BUCKET7, BUCKET5, No
254.15, 7.0, BUCKET1, BUCKET6, BUCKET5, BUCKET5, BUCKET3, BUCKET11, BUCKET8, BUCKET8, BUCKET4, BUCKET4, BUCKET10, BUCKET5, BUCKET7, BUCKET7, BUCKET5, No
254.0, 7.0, BUCKET1, BUCKET6, BUCKET5, BUCKET5, BUCKET3, BUCKET10, BUCKET8, BUCKET8, BUCKET4, BUCKET4, BUCKET10, BUCKET5, BUCKET5, BUCKET6, BUCKET5, No
253.68, 7.0, BUCKET1, BUCKET5, BUCKET4, BUCKET5, BUCKET3, BUCKET9, BUCKET6, BUCKET8, BUCKET4, BUCKET4, BUCKET9, BUCKET6, BUCKET4, BUCKET5, BUCKET5, No
253.38, 7.0, BUCKET1, BUCKET5, BUCKET4, BUCKET7, BUCKET3, BUCKET8, BUCKET5, BUCKET7, BUCKET4, BUCKET4, BUCKET7, BUCKET5, BUCKET4, BUCKET4, BUCKET5, No
252.96, 6.0, BUCKET1, BUCKET4, BUCKET3, BUCKET7, BUCKET3, BUCKET7, BUCKET3, BUCKET4, BUCKET4, BUCKET4, BUCKET6, BUCKET6, BUCKET4, BUCKET3, BUCKET5, Buy
252.9, 6.0, BUCKET2, BUCKET4, BUCKET3, BUCKET7, BUCKET3, BUCKET6, BUCKET3, BUCKET4, BUCKET4, BUCKET4, BUCKET5, BUCKET6, BUCKET4, BUCKET4, BUCKET5, Buy
253.08, 6.0, BUCKET1, BUCKET4, BUCKET3, BUCKET7, BUCKET3, BUCKET5, BUCKET4, BUCKET4, BUCKET4, BUCKET4, BUCKET4, BUCKET6, BUCKET5, BUCKET4, BUCKET5, Buy
252.75, 6.0, BUCKET4, BUCKET3, BUCKET2, BUCKET8, BUCKET3, BUCKET4, BUCKET2, BUCKET3, BUCKET4, BUCKET4, BUCKET2, BUCKET8, BUCKET5, BUCKET4, BUCKET5, Buy
252.91, 5.0, BUCKET3, BUCKET4, BUCKET2, BUCKET8, BUCKET3, BUCKET5, BUCKET3, BUCKET3, BUCKET4, BUCKET4, BUCKET2, BUCKET9, BUCKET3, BUCKET5, BUCKET5, Buy
253.47, 5.0, BUCKET2, BUCKET4, BUCKET4, BUCKET6, BUCKET3, BUCKET5, BUCKET3, BUCKET5, BUCKET6, BUCKET4, BUCKET4, BUCKET8, BUCKET3, BUCKET5, BUCKET5, No
253.5, 5.0, BUCKET1, BUCKET4, BUCKET4, BUCKET6, BUCKET1, BUCKET6, BUCKET3, BUCKET5, BUCKET6, BUCKET4, BUCKET3, BUCKET7, BUCKET4, BUCKET5, BUCKET5, No
253.35, 5.0, BUCKET3, BUCKET4, BUCKET3, BUCKET6, BUCKET1, BUCKET6, BUCKET3, BUCKET4, BUCKET6, BUCKET4, BUCKET5, BUCKET7, BUCKET4, BUCKET5, BUCKET5, Buy
253.66, 4.0, BUCKET2, BUCKET4, BUCKET4, BUCKET6, BUCKET1, BUCKET8, BUCKET6, BUCKET5, BUCKET6, BUCKET4, BUCKET8, BUCKET6, BUCKET7, BUCKET4, BUCKET5, No
253.99, 4.0, BUCKET1, BUCKET5, BUCKET4, BUCKET6, BUCKET1, BUCKET9, BUCKET7, BUCKET7, BUCKET6, BUCKET4, BUCKET9, BUCKET6, BUCKET6, BUCKET4, BUCKET5, No
253.88, 4.0, BUCKET1, BUCKET5, BUCKET4, BUCKET6, BUCKET1, BUCKET8, BUCKET6, BUCKET6, BUCKET6, BUCKET4, BUCKET8, BUCKET5, BUCKET6, BUCKET4, BUCKET5, No
253.59, 4.0, BUCKET1, BUCKET4, BUCKET4, BUCKET6, BUCKET1, BUCKET7, BUCKET5, BUCKET5, BUCKET6, BUCKET4, BUCKET7, BUCKET6, BUCKET5, BUCKET3, BUCKET4, No
253.51, 3.0, BUCKET2, BUCKET4, BUCKET4, BUCKET6, BUCKET1, BUCKET8, BUCKET4, BUCKET5, BUCKET6, BUCKET4, BUCKET7, BUCKET5, BUCKET5, BUCKET3, BUCKET4, No
253.99, 3.0, BUCKET1, BUCKET5, BUCKET4, BUCKET5, BUCKET1, BUCKET10, BUCKET4, BUCKET7, BUCKET6, BUCKET4, BUCKET8, BUCKET6, BUCKET7, BUCKET3, BUCKET4, No
253.69, 3.0, BUCKET2, BUCKET4, BUCKET4, BUCKET6, BUCKET1, BUCKET10, BUCKET3, BUCKET6, BUCKET6, BUCKET4, BUCKET7, BUCKET4, BUCKET6, BUCKET3, BUCKET4, No
253.71, 3.0, BUCKET1, BUCKET4, BUCKET4, BUCKET5, BUCKET1, BUCKET9, BUCKET3, BUCKET6, BUCKET6, BUCKET4, BUCKET6, BUCKET5, BUCKET6, BUCKET2, BUCKET4, No
253.52, 2.0, BUCKET1, BUCKET3, BUCKET4, BUCKET7, BUCKET1, BUCKET8, BUCKET3, BUCKET5, BUCKET6, BUCKET5, BUCKET5, BUCKET8, BUCKET5, BUCKET2, BUCKET4, No
253.06, 2.0, BUCKET1, BUCKET2, BUCKET3, BUCKET8, BUCKET1, BUCKET7, BUCKET2, BUCKET3, BUCKET6, BUCKET5, BUCKET5, BUCKET8, BUCKET3, BUCKET2, BUCKET4, Buy
252.91, 2.0, BUCKET1, BUCKET2, BUCKET2, BUCKET8, BUCKET1, BUCKET5, BUCKET2, BUCKET3, BUCKET6, BUCKET4, BUCKET4, BUCKET6, BUCKET2, BUCKET1, BUCKET4, Buy
252.61, 2.0, BUCKET3, BUCKET0, BUCKET2, BUCKET9, BUCKET1, BUCKET1, BUCKET1, BUCKET2, BUCKET6, BUCKET4, BUCKET3, BUCKET10, BUCKET2, BUCKET1, BUCKET4, Buy
253.13, 1.0, BUCKET2, BUCKET1, BUCKET1, BUCKET8, BUCKET1, BUCKET2, BUCKET1, BUCKET2, BUCKET6, BUCKET4, BUCKET3, BUCKET9, BUCKET2, BUCKET2, BUCKET5, Buy
253.6, 1.0, BUCKET1, BUCKET2, BUCKET2, BUCKET8, BUCKET1, BUCKET2, BUCKET1, BUCKET2, BUCKET6, BUCKET4, BUCKET2, BUCKET12, BUCKET2, BUCKET2, BUCKET5, No
